input_smiles,linker,output_smiles
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1c2c(ncn1)cc(OCC[*])c(OC)c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2cc(OC)c(O[*])cc2ncn1,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(-c2cc([*])no2)ccc1[*],CC1CCCN(Cc2ccc(-c3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)no3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2c(ncn1)cc(O[*])c(OC)c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2ncnc3cc([*])sc23)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3ncnc4cc(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)sc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2nc([*])nc3ccccc32)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2[nH]c([*])nc2ccc1C[*],CC1CCCN(CCc2ccc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)[nH]c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c([*])cnc(Nc2ccc([*])cc2)c1,CC1CCCN(Cc2ccc(Nc3cnc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)cn3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c([*])n[nH]2)ccc1C(C)[*],CC1CCCN(CC(C)c2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(c1nc(C[*])on1)C1CCC([*])C1,CC1CCCN(CC2CCC(Cc3noc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)C2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])ncnc2c1cc(OC)c(O[*])c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(ncnc2[*])cc(O[*])c1,CC1CCCN(COc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]c1cc(C)nc(Nc2ccc([*])cc2)n1,Cc1cc(-c2cccc(C3(C)CC(=O)NC(=O)C3)c2)nc(Nc2ccc(CN3CCCC(C)C3)cc2)n1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1ncnc2cc(O[*])ccc12,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(C[*])cc1)ccc(O[*])c2,CC1CCCN(COc2ccc3c(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)cccc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(N[*])ncn2)cc(OCC[*])c1,CC1CCCN(CCCOc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(C1C(C[*])C1)c1ccc([*])cc1,CC1CCCN(Cc2ccc(CC3CC3Cc3cccc(C4(C)CC(=O)NC(=O)C4)c3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(C[*])ccc2c(c1)c(N[*])ncn2,CC1CCCN(CNc2ncnc3ccc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)cc23)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1(C[*])c2c(cc(OCC[*])cc2)cc1,CC1CCCN(CCCOc2ccc3c(ccn3Cc3cccc(C4(C)CC(=O)NC(=O)C4)c3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1ncnc2cc(OCC[*])ccc12,CC1CCCN(CCCOc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(C[*])cc2c(nc(N3CCCC([*])C3)cc2)nc1,CC1CCCN(CC2CCCN(c3ccc4cc(Cc5cccc(C6(C)CC(=O)NC(=O)C6)c5)cnc4n3)C2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(=O)c2c(cc([*])cc2)ncn1CC[*],CC1CCCN(CCCn2cnc3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3c2=O)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(cc([*])c1)C(C)(C)C)cc(O[*])cc2,INVALID_INPUT_SMILES
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2ncc(Br)c(N[*])n2)cccc1[*],CC1CCCN(Cc2cccc(Nc3ncc(Br)c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(-c2cc([*])n[nH]2)ccc([*])cc1,CC1CCCN(Cc2ccc(-c3cc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]c1nnc(-c2ccc([*])cc2)o1,CC1CCCN(Cc2ccc(-c3nnc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)o3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(ncn1C[*])cc(OCC[*])cc2,CC1CCCN(CCCOc2ccc3c(c2)ncn3Cc2cccc(C3(C)CC(=O)NC(=O)C3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1nc(-c2ccc([*])cc2)on1,CC1CCCN(Cc2ccc(-c3nc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)no3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1nc2c(ccc(O[*])c2)cn1,CC1CCCN(COc2ccc3cnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2nc([*])c(C)cn2)ccc([*])c1,Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1-c1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])nc(-c2ccc([*])cc2)ccn1,CC1CCCN(Cc2ccc(-c3ccnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])ccc2c(c1)ccc([*])n2,CC1CCCN(Cc2ccc3cc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3n2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c([*])c(C)cnc1Nc1ccc([*])cc1,Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1-c1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2ncc([*])n3ccnc32)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3ncc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n4ccnc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]c1nc(Nc2ccc([*])cc2)ncc1,CC1CCCN(Cc2ccc(Nc3nccc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,O(c1ccc2c(c1)ncnc2N[*])CC[*],CC1CCCN(CCCOc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c([*])ncn2)ccc1C[*],CC1CCCN(CCc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c([*])c2c(ccc(C)c2)n1-c1ccc(C[*])cc1,Cc1ccc2c(c1)c(-c1cccc(C3(C)CC(=O)NC(=O)C3)c1)nn2-c1ccc(CCN2CCCC(C)C2)cc1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1ncnc2cc(O[*])ccc21,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2nc(C[*])[nH]c2cc(OCC[*])c1,CC1CCCN(CCCOc2ccc3nc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)[nH]c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12ccc([*])cc1c(Nc1ccc([*])cc1)ncn2,CC1CCCN(Cc2ccc(Nc3ncnc4ccc(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)cc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C1c2c(ccc([*])c2)N(C(c2cnc([*])cc2)=O)c2ccccc21,CC1CCCN(Cc2ccc(C(=O)N3c4ccccc4Cc4cc(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)ccc43)cn2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2c3n(ccn3)cc([*])n2)ccc([*])c1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)cn4ccnc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(N[*])c(C)cc2c1cnn2C[*],Cc1cc2c(cnn2CCN2CCCC(C)C2)cc1Nc1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(N[*])nc(Nc2ccc([*])cc2)nc1,CC1CCCN(Cc2ccc(Nc3nccc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2c(ncc1)ccc(O[*])c2,CC1CCCN(COc2ccc3nccc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2ncnc(N[*])c2cc(OC)c1OCC[*],COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc2c(c(N[*])n1)ccc(O[*])c2,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nccc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,O(c1c2c(ccc(C)c2[*])nc(C[*])c1)C,COc1cc(CCN2CCCC(C)C2)nc2ccc(C)c(-c3cccc(C4(C)CC(=O)NC(=O)C4)c3)c12
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1c(=O)n(C)cc(-c2cccc(O[*])c2)c1,CC1CCCN(COc2cccc(-c3cc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c(=O)n(C)c3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1c2c(cnc(Nc3ccc([*])cc3)n2)ccc1,CC1CCCN(Cc2ccc(Nc3ncc4cccc(Nc5cccc(C6(C)CC(=O)NC(=O)C6)c5)c4n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C(CCn1c2c(c([*])cc1)cccc2)[*],INVALID_INPUT_SMILES
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12ncnc([*])c1cc(C)c(OCC[*])c2,Cc1cc2c(-c3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c(N[*])c2cc(OC)c(O[*])cc2nc1,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1cc(-c2cnc([*])o2)ccc1[*],CC1CCCN(Cc2ccc(-c3cnc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)o3)cn2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c([*])nnc2)ccc1OCC[*],CC1CCCN(CCCOc2ccc3c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nncc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,N#Cc1c2[nH]c([*])nc2ccc1Oc1ccc([*])cc1,CC1CCCN(Cc2ccc(Oc3ccc4nc(-c5cccc(C6(C)CC(=O)NC(=O)C6)c5)[nH]c4c3C#N)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(C)c2c(cc([*])c1)nnc(Nc1ccc([*])cc1)n2,Cc1cc(-c2cccc(C3(C)CC(=O)NC(=O)C3)c2)cc2nnc(Nc3ccc(CN4CCCC(C)C4)cc3)nc12
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,N#Cc1cc(-c2cnc([*])[nH]2)ccc1O[*],CC1CCCN(COc2ccc(-c3cnc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)[nH]3)cc2C#N)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(C[*])n[nH]1)ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3c(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2c(cnc(C[*])c2)nc(C)n1,Cc1nc(Nc2cccc(C3(C)CC(=O)NC(=O)C3)c2)c2cc(CCN3CCCC(C)C3)ncc2n1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1cc(-c2ccc([*])cc2)on1,CC1CCCN(Cc2ccc(-c3cc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)no3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(N[*])ncn2)ccc1O[*],CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1c2c(ncc1)cc(C[*])cc2,CC1CCCN(CCc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(C[*])n[nH]2)ccc1Oc1ccnc(C[*])c1,CC1CCCN(CCc2cc(Oc3ccc4c(Cc5cccc(C6(C)CC(=O)NC(=O)C6)c5)n[nH]c4c3)ccn2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]CCc1c2c(ccc(C[*])c2)[nH]n1,CC1CCCN(CCc2ccc3[nH]nc(CCc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(N[*])ncnc2cc(O[*])c1,CC1CCCN(COc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc(Nc2nc([*])nc3c2cccc3)ccc1[*],CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])ncnc2ccc(OCC[*])cc12,CC1CCCN(CCCOc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(Nc2ncc(C)c([*])n2)ccc([*])c1,Cc1cnc(Nc2ccc(CN3CCCC(C)C3)cc2)nc1-c1cccc(C2(C)CC(=O)NC(=O)C2)c1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])nc(-c2ccc([*])cc2)c2c(cco2)n1,CC1CCCN(Cc2ccc(-c3nc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccoc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,Clc1c([*])nc(Nc2ccc([*])cc2)nc1,CC1CCCN(Cc2ccc(Nc3ncc(Cl)c(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(-c2cnc(N[*])nc2)ccc([*])cc1,CC1CCCN(Cc2ccc(-c3cnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(-c2cnc(N[*])nc2)ccc([*])cc1,CC1CCCN(Cc2ccc(-c3cnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])ccc2cc(C[*])cnc2c1,CC1CCCN(CCc2cnc3cc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ccc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(N[*])c2cc(OC)c(O[*])cc2ncc1C#N,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)c(C#N)cnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2ncnc(N[*])c2cc(OC)c1O[*],COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1oc2ccc(O[*])cc2n1,CC1CCCN(COc2ccc3oc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Cc1cc(-c2cnc([*])cc2)on1,CC1CCCN(Cc2ccc(-c3cc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)no3)cn2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(c(N[*])ncn2)cc(OC)c1O[*],COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)ncnc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,[*]Nc1ncnc2c1ccc(OCC[*])c2,CC1CCCN(CCCOc2ccc3c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)ncnc3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12c(c(N[*])nnc1)cc(OC)c(O[*])c2,COc1cc2c(Nc3cccc(C4(C)CC(=O)NC(=O)C4)c3)nncc2cc1OCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(ccc1)c(N[*])nc(-c1cc([*])ccc1)c2,CC1CCCN(Cc2cccc(-c3cc4ccccc4c(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)n3)c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c12cc(C[*])ccc1CCCC2C[*],CC1CCCN(CCC2CCCc3ccc(Cc4cccc(C5(C)CC(=O)NC(=O)C5)c4)cc32)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,n1c([*])n[nH]c1-c1ccc([*])cc1,CC1CCCN(Cc2ccc(-c3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)n[nH]3)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,C1c2c(N[*])ncnc2CCC(C[*])C1,CC1CCCN(CCC2CCc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3CC2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c2c(ncnc2[*])cc(OC)c1OCCC[*],COc1cc2ncnc(-c3cccc(C4(C)CC(=O)NC(=O)C4)c3)c2cc1OCCCCN1CCCC(C)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1(Nc2nc([*])nc3ccccc23)ccc([*])cc1,CC1CCCN(Cc2ccc(Nc3nc(-c4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc4ccccc34)cc2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1cc2c(c(N[*])ncn2)cc1C[*],CC1CCCN(CCc2ccc3ncnc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)c3c2)C1
N1C(=O)CC(C)(c2cccc(*)c2)CC1(=O)|CC1CCCN(C*)C1,c1c(N[*])nc(Cl)nc1Nc1ccc([*])cc1,CC1CCCN(Cc2ccc(Nc3cc(Nc4cccc(C5(C)CC(=O)NC(=O)C5)c4)nc(Cl)n3)cc2)C1
