input_smiles,linker,output_smiles
*c1ccccc1|*c1ccccc1,N(c1nc2nc(C)n(C[*])c2nc1OC)CC(C(=O)OC)C[*],COC(=O)C(CNc1nc2nc(C)n(Cc3ccccc3)c2nc1OC)Cc1ccccc1
*c1ccccc1|*c1ccccc1,C(Cn1nc(C=C2C(=O)N(C(C(=O)O)C[*])C(=S)S2)cc1)[*],O=C(O)C(Cc1ccccc1)N1C(=O)C(=Cc2ccn(CCc3ccccc3)n2)SC1=S
*c1ccccc1|*c1ccccc1,C(CC[*])(OCC1=CC2C34C(C)C(=O)C4(O)CC(C[*])(OC4(C)C1O2)C4C3(C)C)=O,CC1C(=O)C2(O)CC3(Cc4ccccc4)OC4(C)C5OC(C=C5COC(=O)CCc5ccccc5)C12C(C)(C)C34
*c1ccccc1|*c1ccccc1,c1ccc(C(c2cn(C[*])nn2)=O)cc1CN1C(=O)NCCC1c1nc([*])oc1,O=C(c1cccc(CN2C(=O)NCCC2c2coc(-c3ccccc3)n2)c1)c1cn(Cc2ccccc2)nn1
*c1ccccc1|*c1ccccc1,C(Cc1nc(-c2ccc(Cl)cc2)c(N(C(OCC(C[*])N)=O)CCc2cc(Br)ccc2)o1)NCC[*],NC(COC(=O)N(CCc1cccc(Br)c1)c1oc(CCNCCc2ccccc2)nc1-c1ccc(Cl)cc1)Cc1ccccc1
*c1ccccc1|*c1ccccc1,c1cccc([*])c1NC(Nc1ccc(C(=O)N(CC[*])C)cc1)=O,CN(CCc1ccccc1)C(=O)c1ccc(NC(=O)Nc2ccccc2-c2ccccc2)cc1
*c1ccccc1|*c1ccccc1,C1(COCc2c([*])cccc2)(C)N=Cc2cccc3c2c([n+](C)c2c1cc(CC)c2)cnn3C[*],INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,[*]c1nn2c(nc(CN3CCN([*])CC3)cc2=O)[nH]1,O=c1cc(CN2CCN(c3ccccc3)CC2)nc2[nH]c(-c3ccccc3)nn12
*c1ccccc1|*c1ccccc1,N(c1oc([*])nn1)CC1=CCCN1Cn1nc([*])cc1,C1=C(CNc2nnc(-c3ccccc3)o2)N(Cn2ccc(-c3ccccc3)n2)CC1
*c1ccccc1|*c1ccccc1,c1cc2c(c(O)n1-c1ccc([*])cc1)CC([*])(C)C(=O)N2,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,[*]c1nnn(CCn2c[n+](C[*])cn2)c1,c1ccc(C[n+]2cnn(CCn3cc(-c4ccccc4)nn3)c2)cc1
*c1ccccc1|*c1ccccc1,c12cc(OC)c(OCC[*])cc1oc([*])cc2=O,COc1cc2c(=O)cc(-c3ccccc3)oc2cc1OCCc1ccccc1
*c1ccccc1|*c1ccccc1,C1CN(CC=CCc2c(C#C[*])c(O)c(CC)[n+](C)c2C)C(=O)c2ccc([*])c3cccc1Cc32,CCc1c(O)c(C#Cc2ccccc2)c(CC=CCN2CCC3=CC=Cc4c(-c5ccccc5)ccc(c4C3)C2=O)c(C)[n+]1C
*c1ccccc1|*c1ccccc1,C1([*])CC2(c3cc(O)ccc3)C(C)CNC(CNC(CCC[*])=O)C2C1,CC1CNC(CNC(=O)CCCc2ccccc2)C2CC(c3ccccc3)CC12c1cccc(O)c1
*c1ccccc1|*c1ccccc1,O=C1OC2(Cc3cc([*])nn3CCc3c4nc(C)ccc4N(Cc4c([*])cc[n+](C)c44)C2C3)N=C1N,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,C(n1c(=O)n(C[*])c(=O)cc1)N1CCN2C(=O)c3nn(C[*])cc3C(=O)NC2C1,O=C1NC2CN(Cn3ccc(=O)n(Cc4ccccc4)c3=O)CCN2C(=O)c2nn(Cc3ccccc3)cc21
*c1ccccc1|*c1ccccc1,O=C(CC[*])N1CCC(Oc2cc3c(cc2)CCCN3Cc2[n+](-c3cccc(C#C[*])c3)cccc2)CC1,O=C(CCc1ccccc1)N1CCC(Oc2ccc3c(c2)N(Cc2cccc[n+]2-c2cccc(C#Cc4ccccc4)c2)CCC3)CC1
*c1ccccc1|*c1ccccc1,COC(=O)c1c2c(c(C(OC(NS(=O)(=O)c3ccc([*])cc3)=O)=O)NCC2)-c2cc(NC(=O)CCNCC[*])ccc2C1=O,COC(=O)C1=C2CCNC(C(=O)OC(=O)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)=C2c2cc(NC(=O)CCNCCc3ccccc3)ccc2C1=O
*c1ccccc1|*c1ccccc1,c1(NC(=O)C[*])ccc(CCCCc2nnc(NC(=O)CCC[*])s2)cc1,O=C(Cc1ccccc1)Nc1ccc(CCCCc2nnc(NC(=O)CCCc3ccccc3)s2)cc1
*c1ccccc1|*c1ccccc1,c1c(C)c(NC(=O)Nc2ccc([*])cc2S(c2ccc([*])cc2)(=O)=O)ccc1,Cc1ccccc1NC(=O)Nc1ccc(-c2ccccc2)cc1S(=O)(=O)c1ccc(-c2ccccc2)cc1
*c1ccccc1|*c1ccccc1,n1c2cc([*])nn2c(C)c(CCC(=O)NCCCN[*])c1-c1ccco1,Cc1c(CCC(=O)NCCCNc2ccccc2)c(-c2ccco2)nc2cc(-c3ccccc3)nn12
*c1ccccc1|*c1ccccc1,C([n+]1cccc(C(c2ccc(OCC[*])cc2)(C)C)c1)c1ccc([*])nc1,CC(C)(c1ccc(OCCc2ccccc2)cc1)c1ccc[n+](Cc2ccc(-c3ccccc3)nc2)c1
*c1ccccc1|*c1ccccc1,C1(=O)SC(=Cc2ccc([*])cc2)C(=O)N1CCN(C)C(CN(C)[*])=O,CN(CCN1C(=O)SC(=Cc2ccc(-c3ccccc3)cc2)C1=O)C(=O)CN(C)c1ccccc1
*c1ccccc1|*c1ccccc1,C1(C)CC(=Cc2[nH]c([*])nc2Cl)NCC1[*],CC1CC(=Cc2[nH]c(-c3ccccc3)nc2Cl)NCC1c1ccccc1
*c1ccccc1|*c1ccccc1,[*]c1nnc(SCC(=O)Nc2sc([*])nn2)o1,O=C(CSc1nnc(-c2ccccc2)o1)Nc1nnc(-c2ccccc2)s1
*c1ccccc1|*c1ccccc1,C1([*])CCN1CCCCNC(=O)Oc1cc([*])coc1=O,O=C(NCCCCN1CCC1c1ccccc1)Oc1cc(-c2ccccc2)coc1=O
*c1ccccc1|*c1ccccc1,C([*])C1=NC2NC(C)(C)SC2(NC(=O)CC[*])C1=O,CC1(C)NC2N=C(Cc3ccccc3)C(=O)C2(NC(=O)CCc2ccccc2)S1
*c1ccccc1|*c1ccccc1,O=C(Oc1cccc2[n+](C)c(C(=O)OC(c3ccc([*])cc3)C3CCCCC3)[n+](c3ccccc34)c12)c1ccc([*])cc1,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,c12oc(=O)n(C[*])c1cc1c(c2)CC2OC(C[*])(CC1)C2,O=c1oc2cc3c(cc2n1Cc1ccccc1)CCC1(Cc2ccccc2)CC(C3)O1
*c1ccccc1|*c1ccccc1,c1c(CC(C(OC)=O)CN(Cc2ccc([*])cc2)C)ccc(OCCc2nc([*])oc2C)c1,COC(=O)C(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)cc1)CN(C)Cc1ccc(-c2ccccc2)cc1
*c1ccccc1|*c1ccccc1,o1c([*])cc(=O)c2ccc(OC(C(=O)NC(C[*])C(OC)=O)=O)cc12,COC(=O)C(Cc1ccccc1)NC(=O)C(=O)Oc1ccc2c(=O)cc(-c3ccccc3)oc2c1
*c1ccccc1|*c1ccccc1,C1([*])C(C(Nc2nc([*])cs2)(c2nnnn2C)c2ccccc2)C1,Cn1nnnc1C(Nc1nc(-c2ccccc2)cs1)(c1ccccc1)C1CC1c1ccccc1
*c1ccccc1|*c1ccccc1,n1c2c3c(ncn3nc([*])c2)nn1C([*])C,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,c12c([n+](C[*])c(C)c(O)c1CCC)n(CCN1CCN([*])CC1)c(=O)c(C#N)c2C,CCCc1c(O)c(C)[n+](Cc2ccccc2)c2c1c(C)c(C#N)c(=O)n2CCN1CCN(c2ccccc2)CC1
*c1ccccc1|*c1ccccc1,c1c(N[*])c2c(nc1)n(CC[*])nc2C(=O)OCCC,CCCOC(=O)c1nn(CCc2ccccc2)c2nccc(Nc3ccccc3)c12
*c1ccccc1|*c1ccccc1,c1cccc(NC(CSc2oc([*])nn2)=O)c1[*],O=C(CSc1nnc(-c2ccccc2)o1)Nc1ccccc1-c1ccccc1
*c1ccccc1|*c1ccccc1,c1c(F)cc(OCC(CN2CCC([*])CC2)O)c(C(=O)CC[*])c1,O=C(CCc1ccccc1)c1ccc(F)cc1OCC(O)CN1CCC(c2ccccc2)CC1
*c1ccccc1|*c1ccccc1,c12c3c(cnn3CCC[*])ccn1nc(N[*])n2,c1ccc(CCCn2ncc3ccn4nc(Nc5ccccc5)nc4c32)cc1
*c1ccccc1|*c1ccccc1,n1c(NCCc2nc([*])cn2C)nc(OC)nc1N1CCN([*])CC1,COc1nc(NCCc2nc(-c3ccccc3)cn2C)nc(N2CCN(c3ccccc3)CC2)n1
*c1ccccc1|*c1ccccc1,C1(=O)NC(C2CC(=O)c3cc(OCC[*])cc(OC)c3N2)C([*])C1,COc1cc(OCCc2ccccc2)cc2c1NC(C1NC(=O)CC1c1ccccc1)CC2=O
*c1ccccc1|*c1ccccc1,C1CCC(C[*])(C(O)=O)N2C1C(OC(NCCC[*])=O)CC2,O=C(NCCCc1ccccc1)OC1CCN2C1CCCC2(Cc1ccccc1)C(=O)O
*c1ccccc1|*c1ccccc1,c12n(c(C)nc3c(=O)n(C[*])nc(CCc4cc(C)oc5=)[n+]3c1)c([*])nn2,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,c1(-c2ccc(C#CC[*])cc2)c(Cl)ccc(Nc2nc(NCCC[*])ncc2)c1,Clc1ccc(Nc2ccnc(NCCCc3ccccc3)n2)cc1-c1ccc(C#CCc2ccccc2)cc1
*c1ccccc1|*c1ccccc1,c1([*])ccc(-c2cn(C(Nc3scc([*])n3)=O)nc2)cc1,O=C(Nc1nc(-c2ccccc2)cs1)n1cc(-c2ccc(-c3ccccc3)cc2)cn1
*c1ccccc1|*c1ccccc1,c12c(oc3c1cccc3)n(CCC[*])c1c(=O)c(C(=O)Nc4nn(C[*])c4ccccc43)[n+](C)cc2c1,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,O=C1CCN2C1C(=O)N(C1C([*])C1)C(=O)N2CCC[*],O=C1CCN2C1C(=O)N(C1CC1c1ccccc1)C(=O)N2CCCc1ccccc1
*c1ccccc1|*c1ccccc1,[*]CCn1c(C)c2cn(CC([*])Cl)ccc2c(=O)c1=O,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,c1c([*])oc2c(c1=O)C1c3ccc4c(=O)cc(CC[*])oc4c3OC(C1O)C2O,O=c1cc(-c2ccccc2)oc2c1C1c3ccc4c(=O)cc(CCc5ccccc5)oc4c3OC(C2O)C1O
*c1ccccc1|*c1ccccc1,C1N(Cc2nc([*])sc2)CCN([*])C1,c1ccc(-c2nc(CN3CCN(c4ccccc4)CC3)cs2)cc1
*c1ccccc1|*c1ccccc1,c1c([*])ccc(OCC(=O)c2c(N)n(C[*])c(=O)c(O)c2)c1,Nc1c(C(=O)COc2ccc(-c3ccccc3)cc2)cc(O)c(=O)n1Cc1ccccc1
*c1ccccc1|*c1ccccc1,n1cnc(N[*])c2ncn(CC[*])c12,c1ccc(CCn2cnc3c(Nc4ccccc4)ncnc32)cc1
*c1ccccc1|*c1ccccc1,C1(NC(Nc2cc3nccc([*])c3n2-c2ccccc2)=O)CC(C[*])CC1,O=C(Nc1cc2nccc(-c3ccccc3)c2n1-c1ccccc1)NC1CCC(Cc2ccccc2)C1
*c1ccccc1|*c1ccccc1,O=C(NO)C1=NNCC(C[*])N1Cc1ccc([*])cc1,O=C(NO)C1=NNCC(Cc2ccccc2)N1Cc1ccc(-c2ccccc2)cc1
*c1ccccc1|*c1ccccc1,C1N(c2c(Br)c(C)nc([*])n2)CCN([*])C1,Cc1nc(-c2ccccc2)nc(N2CCN(c3ccccc3)CC2)c1Br
*c1ccccc1|*c1ccccc1,C(Nc1ccc(N2CCN3C(C2)c2cc(NC(c4c([*])cccc4)=O)ccc2nc3)c2c1cccn2)[n+]1oc([*])cc14,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,Clc1c(=O)n(Cc2cc([*])no2)nc(O)c1[*],O=c1c(Cl)c(-c2ccccc2)c(O)nn1Cc1cc(-c2ccccc2)no1
*c1ccccc1|*c1ccccc1,n1nn(-c2ccc([*])cc2)cc1[*],c1ccc(-c2ccc(-n3cc(-c4ccccc4)nn3)cc2)cc1
*c1ccccc1|*c1ccccc1,C1CC2(C)C(c3cccc(N[*])c3O2)CCN1CCC[*],CC12CCN(CCCc3ccccc3)CCC1c1cccc(Nc3ccccc3)c1O2
*c1ccccc1|*c1ccccc1,C(C1CCN(c2c3cc[n+](C[*])cc3[nH]n2)CC1)[*],c1ccc(CC2CCN(c3n[nH]c4c[n+](Cc5ccccc5)ccc34)CC2)cc1
*c1ccccc1|*c1ccccc1,n1(CC[*])c(=O)ccn2nc([*])nc12,O=c1ccn2nc(-c3ccccc3)nc2n1CCc1ccccc1
*c1ccccc1|*c1ccccc1,c1c(NN=C(O)C[*])cc(S(=O)(=O)N2CCN([*])CC2)c(C)c1,Cc1ccc(NN=C(O)Cc2ccccc2)cc1S(=O)(=O)N1CCN(c2ccccc2)CC1
*c1ccccc1|*c1ccccc1,C(C(=O)NC(Cc1ccccc1)C(=O)NCCN1CCC(N(C(C[*])=O)CCC)CC1)(NC(CC(N)=O)Cc1cnc(C)c([*])n1)=O,CCCN(C(=O)Cc1ccccc1)C1CCN(CCNC(=O)C(Cc2ccccc2)NC(=O)C(=O)NC(CC(N)=O)Cc2cnc(C)c(-c3ccccc3)n2)CC1
*c1ccccc1|*c1ccccc1,C(C(=O)Nc1ccc([*])cc1)Nc1c(C(NCCc2nc([*])sc2N)=O)cccc1,Nc1sc(-c2ccccc2)nc1CCNC(=O)c1ccccc1NCC(=O)Nc1ccc(-c2ccccc2)cc1
*c1ccccc1|*c1ccccc1,C(=O)(C=Cc1ccc([*])o1)Nc1ccc(C(=O)Nc2ccc(C#C[*])cc2)cc1,O=C(C=Cc1ccc(-c2ccccc2)o1)Nc1ccc(C(=O)Nc2ccc(C#Cc3ccccc3)cc2)cc1
*c1ccccc1|*c1ccccc1,C1CNc2c1cn(C[*])c2C(=O)NN=Cc1ccc([*])o1,O=C(NN=Cc1ccc(-c2ccccc2)o1)c1c2c(cn1Cc1ccccc1)CCN2
*c1ccccc1|*c1ccccc1,O=C(Nc1nn(C[*])c2ccccc12)C=CC(=O)Nc1c(N([*])C)cccc1,CN(c1ccccc1)c1ccccc1NC(=O)C=CC(=O)Nc1nn(Cc2ccccc2)c2ccccc12
*c1ccccc1|*c1ccccc1,c1c(CCCCN2C(=O)NCC2C[*])ccc(Cl)c1[*],O=C1NCC(Cc2ccccc2)N1CCCCc1ccc(Cl)c(-c2ccccc2)c1
*c1ccccc1|*c1ccccc1,N(c1nc(-c2ccc(OCC[*])cc2)cnc1)C1CCN([*])CC1,c1ccc(CCOc2ccc(-c3cncc(NC4CCN(c5ccccc5)CC4)n3)cc2)cc1
*c1ccccc1|*c1ccccc1,N1(C(=O)C[*])C(CO)CC(Cn2cc(C=C[*])nn2)OC1C(=C)C,C=C(C)C1OC(Cn2cc(C=Cc3ccccc3)nn2)CC(CO)N1C(=O)Cc1ccccc1
*c1ccccc1|*c1ccccc1,[*]c1nn[n+](-c2ccc([*])cc2)cc1,c1ccc(-c2ccc(-[n+]3ccc(-c4ccccc4)nn3)cc2)cc1
*c1ccccc1|*c1ccccc1,[*]CCC(c1ccc(OCCc2[n+]([O-])onc2[*])cc1)C(F)(F)F,[O-][n+]1onc(-c2ccccc2)c1CCOc1ccc(C(CCc2ccccc2)C(F)(F)F)cc1
*c1ccccc1|*c1ccccc1,C(O)c1ccc(N(CCN(CC)[*])CCCc2ccc(OCc3nnc(C[*])o3)cc2)cc1,CCN(CCN(CCCc1ccc(OCc2nnc(Cc3ccccc3)o2)cc1)c1ccc(CO)cc1)c1ccccc1
*c1ccccc1|*c1ccccc1,c12nc3c(CNC(C[*])=O)nnc([*])n3c1cccc2,O=C(Cc1ccccc1)NCc1nnc(-c2ccccc2)n2c1nc1ccccc12
*c1ccccc1|*c1ccccc1,c12c(=O)cc([*])oc1cc(OCCCN1CCN([*])CC1)cc2O,O=c1cc(-c2ccccc2)oc2cc(OCCCN3CCN(c4ccccc4)CC3)cc(O)c12
*c1ccccc1|*c1ccccc1,c1(OC(CC)N2CCC(C[*])(O)CC2)ccc([*])cc1,CCC(Oc1ccc(-c2ccccc2)cc1)N1CCC(O)(Cc2ccccc2)CC1
*c1ccccc1|*c1ccccc1,C1N(CC[*])CCC(NC(=O)c2ccc([*])cc2)C1,O=C(NC1CCN(CCc2ccccc2)CC1)c1ccc(-c2ccccc2)cc1
*c1ccccc1|*c1ccccc1,c1c([*])cccc1NC(=O)c1ccc2c(c1)[nH]c(=O)c1ccn(C[*])c21,O=C(Nc1cccc(-c2ccccc2)c1)c1ccc2c(c1)[nH]c(=O)c1ccn(Cc3ccccc3)c12
*c1ccccc1|*c1ccccc1,Cc1sc2c(c1)c(=O)c(C(NCC[*])=O)cn2C[*],Cc1cc2c(=O)c(C(=O)NCCc3ccccc3)cn(Cc3ccccc3)c2s1
*c1ccccc1|*c1ccccc1,C([*])n1cc2n[n+](CC[*])ccc2[n+]1[O-],[O-][n+]1c2cc[n+](CCc3ccccc3)nc2cn1Cc1ccccc1
*c1ccccc1|*c1ccccc1,c1ccccc1CC(C)(C)NC(=O)NC(CO)=Cc1ccc([*])cc1,"INVALID_LINKER(wildcards=1, expected 2)"
*c1ccccc1|*c1ccccc1,C(Sc1nc2n(c(N)n1)c1c(sc(=O)n1C[*])n2)[*],Nc1nc(SCc2ccccc2)nc2nc3sc(=O)n(Cc4ccccc4)c3n12
*c1ccccc1|*c1ccccc1,O=C1C(C2(C)C(=O)CC([*])(C)C(=O)N2C)N(C(=O)c2ccc([*])o2)NC1,CN1C(=O)C(C)(c2ccccc2)CC(=O)C1(C)C1C(=O)CNN1C(=O)c1ccc(-c2ccccc2)o1
*c1ccccc1|*c1ccccc1,n1(CC[*])c2c(c3ccccc13)cc[n+](C[*])c2C,Cc1c2c(cc[n+]1Cc1ccccc1)c1ccccc1n2CCc1ccccc1
*c1ccccc1|*c1ccccc1,c1(CCCCc2nnc(NC(C[*])=O)cc2)nn(Cc2ccccc2)c(=O)c(NC(C(OC)=O)C[*])c1,COC(=O)C(Cc1ccccc1)Nc1cc(CCCCc2ccc(NC(=O)Cc3ccccc3)nn2)nn(Cc2ccccc2)c1=O
*c1ccccc1|*c1ccccc1,C(Oc1ccc2c(cc3c(=NO)cc([*])oc3c2)c1)C([*])=O,O=C(COc1ccc2cc3oc(-c4ccccc4)cc(=NO)c3cc2c1)c1ccccc1
*c1ccccc1|*c1ccccc1,c1c(Oc2ccc(NC(C[*])=O)cc2)cc2[nH]nc(C(=O)NCC([*])(CC)C(=O)O)c2c1,CCC(CNC(=O)c1n[nH]c2cc(Oc3ccc(NC(=O)Cc4ccccc4)cc3)ccc12)(C(=O)O)c1ccccc1
*c1ccccc1|*c1ccccc1,N1([*])CNC(=Nc2nc(C=C[*])nc3ccccc32)C12CCCC2,C(=Cc1nc(N=C2NCN(c3ccccc3)C23CCCC3)c2ccccc2n1)c1ccccc1
*c1ccccc1|*c1ccccc1,C(C)(C[*])NC1=NC(=NCC[*])CS1,CC(Cc1ccccc1)NC1=NC(=NCCc2ccccc2)CS1
*c1ccccc1|*c1ccccc1,o1c(CC(c2cnc(N[*])nc2)(O)Cn2c[n+](C[*])cc2)ccc1,OC(Cc1ccco1)(Cn1cc[n+](Cc2ccccc2)c1)c1cnc(Nc2ccccc2)nc1
*c1ccccc1|*c1ccccc1,c1nc(OCc2sc(N[*])nn2)c(C(=O)NC(C(OC)=O)C[*])cc1NC(C(OC)=O)=O,COC(=O)C(=O)Nc1cnc(OCc2nnc(Nc3ccccc3)s2)c(C(=O)NC(Cc2ccccc2)C(=O)OC)c1
*c1ccccc1|*c1ccccc1,n1cc2n(cc1)c(N[*])nc2-c1cc(Cl)c(NC(=O)C[*])cc1,O=C(Cc1ccccc1)Nc1ccc(-c2nc(Nc3ccccc3)n3ccncc23)cc1Cl
*c1ccccc1|*c1ccccc1,n1c(C=C[*])c2c(c(N)n1)c([*])cn2CC,CCn1cc(-c2ccccc2)c2c(N)nnc(C=Cc3ccccc3)c21
*c1ccccc1|*c1ccccc1,C(c1c(NC(=O)c2nc([*])sc2)cccc1)N1CCN([*])CC1,O=C(Nc1ccccc1CN1CCN(c2ccccc2)CC1)c1csc(-c2ccccc2)n1
*c1ccccc1|*c1ccccc1,c1(=Nc2ccc([*])nc2)c(C(=O)NCC[*])cnn2cccnc21,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,O=C(c1cc(OC(=O)C[*])ccc1)C[n+]1cc([*])n(C)c1C,Cc1n(C)c(-c2ccccc2)c[n+]1CC(=O)c1cccc(OC(=O)Cc2ccccc2)c1
*c1ccccc1|*c1ccccc1,C(C(=O)Nc1cccn1C(C)[*])Oc1cc(F)c(-c2c(OC(=O)CC[*])c(=O)n3c(c2)scc3)cc1,CC(c1ccccc1)n1cccc1NC(=O)COc1ccc(-c2cc3sccn3c(=O)c2OC(=O)CCc2ccccc2)c(F)c1
*c1ccccc1|*c1ccccc1,O=c1cc([*])oc2c1cccc2C=C[*],O=c1cc(-c2ccccc2)oc2c(C=Cc3ccccc3)cccc12
*c1ccccc1|*c1ccccc1,c1([*])cc(C(=O)N2CCN([*])CC2)n(C)n1,Cn1nc(-c2ccccc2)cc1C(=O)N1CCN(c2ccccc2)CC1
*c1ccccc1|*c1ccccc1,n1oc(C[*])nc1-c1sc([*])cc1,c1ccc(Cc2nc(-c3ccc(-c4ccccc4)s3)no2)cc1
*c1ccccc1|*c1ccccc1,n1[nH]c(C=NNc2nc(OC)nc([*])n2)cc1[*],COc1nc(NN=Cc2cc(-c3ccccc3)n[nH]2)nc(-c2ccccc2)n1
*c1ccccc1|*c1ccccc1,c1(C)c(=O)n(CCOc2c(Br)cc([*])cc2)nnc1C[*],Cc1c(Cc2ccccc2)nnn(CCOc2ccc(-c3ccccc3)cc2Br)c1=O
*c1ccccc1|*c1ccccc1,c1cc(C(=O)CC[*])c(OCC(CN2CCC([*])CC2)O)cc1,O=C(CCc1ccccc1)c1ccccc1OCC(O)CN1CCC(c2ccccc2)CC1
*c1ccccc1|*c1ccccc1,C1N(C(C[*])=O)c2ccc(NC(=O)C(C)[*])cc2C1(C)C,CC(C(=O)Nc1ccc2c(c1)C(C)(C)CN2C(=O)Cc1ccccc1)c1ccccc1
*c1ccccc1|*c1ccccc1,C(CCC[*])(N1CCCC2C1c1n(c(=O)c([*])cc2)C1)=O,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,C(Nc1nc(N2CCCC2(C)C(=O)NCC[*])ccn1)Cc1ccc([*])cc1)O,INVALID_INPUT_SMILES
*c1ccccc1|*c1ccccc1,C(NC(C(N)Cc1oc(C(=O)NCc2ccc([*])cc2)cn1)C(OCc1ccccc1)=O)C[*],NC(Cc1ncc(C(=O)NCc2ccc(-c3ccccc3)cc2)o1)C(NCCc1ccccc1)C(=O)OCc1ccccc1
*c1ccccc1|*c1ccccc1,C(CNCc1ccccc1-c1ccc(OC)c(C[n+]2cc(C[*])c(OC)cc2)c1)CC[*],COc1cc[n+](Cc2cc(-c3ccccc3CNCCCCc3ccccc3)ccc2OC)cc1Cc1ccccc1
*c1ccccc1|*c1ccccc1,Oc1c2c(cc(OC(C[*])=O)c1)oc(=O)cc2[*],O=C(Cc1ccccc1)Oc1cc(O)c2c(-c3ccccc3)cc(=O)oc2c1
